id,question,answer,recommendation,generator,plausible,answered
realmedqa_859,What is the investigation for suspected gastroenteritis in under 5s?,Perform stool microbiological investigations if:you suspect septicaemia orthere is blood and/or mucus in the stool orthe child is immunocompromised.,Perform stool microbiological investigations if:you suspect septicaemia orthere is blood and/or mucus in the stool orthe child is immunocompromised.,LLM,Partially,Partially
realmedqa_860,When should antidiarrhoeal medication be offered to people with faecal incontinence associated with loose stools?,"The antidiarrhoeal drug of first choice should be loperamide hydrochloride. It can be used long term in doses from 0.5 mg to 16 mg per day as required. For doses under 2 mg, loperamide hydrochloride syrup should be considered. People who are unable to tolerate loperamide hydrochloride should be offered codeine phosphate or co-phenotrope. Prescribers should check the SPC for current licensed indications. Informed consent is needed when using outside the licensed indications. This should be discussed and documented in the notes. For guidance on safe prescribing of opioids (such as codeine phosphate) and managing withdrawal, see NICE's guideline on medicines associated with dependence or withdrawal symptoms.","The antidiarrhoeal drug of first choice should be loperamide hydrochloride. It can be used long term in doses from 0.5 mg to 16 mg per day as required. For doses under 2 mg, loperamide hydrochloride syrup should be considered. People who are unable to tolerate loperamide hydrochloride should be offered codeine phosphate or co-phenotrope. Prescribers should check the SPC for current licensed indications. Informed consent is needed when using outside the licensed indications. This should be discussed and documented in the notes. For guidance on safe prescribing of opioids (such as codeine phosphate) and managing withdrawal, see NICE's guideline on medicines associated with dependence or withdrawal symptoms.",LLM,Completely,Completely
realmedqa_861,What should be screened on admission to hospital for a person with stroke?,"On admission to hospital, to ensure the immediate safety and comfort of the person with stroke, screen them for the following and, if problems are identified, start management as soon as possible:orientation positioning, moving and handlingswallowingtransfers (for example, from bed to chair)pressure area riskcontinencecommunication, including the ability to understand and follow instructions and to convey needs and wishesnutritional status and hydration (follow the recommendations in the NICE guidelines on stroke and nutrition support for adults).","On admission to hospital, to ensure the immediate safety and comfort of the person with stroke, screen them for the following and, if problems are identified, start management as soon as possible:orientation positioning, moving and handlingswallowingtransfers (for example, from bed to chair)pressure area riskcontinencecommunication, including the ability to understand and follow instructions and to convey needs and wishesnutritional status and hydration (follow the recommendations in the NICE guidelines on stroke and nutrition support for adults).",LLM,Partially,Completely
realmedqa_862,What investigations steps need to be taken for patients with chronic heart failure?,"Take a history, perform a clinical examination and undertake standard investigations – for example, electrocardiography, chest X‑ray and blood tests – in line with the NICE guideline on chronic heart failure.","Take a history, perform a clinical examination and undertake standard investigations – for example, electrocardiography, chest X‑ray and blood tests – in line with the NICE guideline on chronic heart failure.",LLM,Partially,Completely
realmedqa_863,What are the risks of prescribing a medicine to someone who has a known drug allergy?,Ensure that information about drug allergy status is updated and included in all:GP referral lettershospital discharge letters.,Ensure that information about drug allergy status is updated and included in all:GP referral lettershospital discharge letters.,LLM,Partially,Not at all
realmedqa_864,1) Is the patient suffering from a hip fracture?,Operate on people with the aim to allow them to fully weight bear (without restriction) in the immediate postoperative period. [2011],Operate on people with the aim to allow them to fully weight bear (without restriction) in the immediate postoperative period. [2011],LLM,Not at all,Not at all
realmedqa_865,What are the most frequent myths and stigmas related with BPD that may lead to exclusion?,People with borderline personality disorder should not be excluded from any health or social care service because of their diagnosis or because they have self-harmed.,People with borderline personality disorder should not be excluded from any health or social care service because of their diagnosis or because they have self-harmed.,LLM,Not at all,Partially
realmedqa_866,What are the best strategies for adjusting newborns and babies to avoid pressure ulcers?,Consider more frequent repositioning than every 4 hours for neonates and infants who have been assessed as being at high risk of developing a pressure ulcer. Document the frequency of repositioning required.,Consider more frequent repositioning than every 4 hours for neonates and infants who have been assessed as being at high risk of developing a pressure ulcer. Document the frequency of repositioning required.,LLM,Completely,Completely
realmedqa_867,What type of lesions occur in the spinal canal with breast cancer?,"Use MRI to assess bony metastases if other imaging is equivocal for metastatic disease or if more information is needed (for example, if there are lytic metastases encroaching on the spinal canal). [2009]","Use MRI to assess bony metastases if other imaging is equivocal for metastatic disease or if more information is needed (for example, if there are lytic metastases encroaching on the spinal canal). [2009]",LLM,Partially,Partially
realmedqa_868,How frequently should skin exams be performed in individuals who are at high risk of developing a pressure ulcer?,"The assessment should take into account any pain or discomfort reported by the patient and the skin should be checked for:skin integrity in areas of pressurecolour changes or discolorationHealthcare professionals should be aware that non-blanchable erythema may present as colour changes or discolouration, particularly in darker skin tones or types.variations in heat, firmness and moisture (for example, because of incontinence, oedema, dry or inflamed skin).","The assessment should take into account any pain or discomfort reported by the patient and the skin should be checked for:skin integrity in areas of pressurecolour changes or discolorationHealthcare professionals should be aware that non-blanchable erythema may present as colour changes or discolouration, particularly in darker skin tones or types.variations in heat, firmness and moisture (for example, because of incontinence, oedema, dry or inflamed skin).",LLM,Completely,Not at all
realmedqa_869,4) Have you had any recent exacerbations of your idiopathic pulmonary fibrosis?,Repeat the assessment for pulmonary rehabilitation for people with idiopathic pulmonary fibrosis at 6‑month or 12‑month intervals.,Repeat the assessment for pulmonary rehabilitation for people with idiopathic pulmonary fibrosis at 6‑month or 12‑month intervals.,LLM,Not at all,Partially
realmedqa_870,5) How can we guarantee that the use of high-sensitivity troponin tests is guided by clinical judgement and risk stratification rather than assessing all individuals with chest pain or other non-specific symptoms?,Do not use high-sensitivity troponin tests for people in whom ACS is not suspected. [2016],Do not use high-sensitivity troponin tests for people in whom ACS is not suspected. [2016],LLM,Completely,Completely
realmedqa_871,When should a loading dose of at least 16 mg of dexamethasone be offered to patients with MSCC?,"Unless contraindicated (including a significant suspicion of lymphoma) offer all patients with MSCC a loading dose of at least 16 mg of dexamethasone as soon as possible after assessment, followed by a short course of 16 mg dexamethasone daily while treatment is being planned.","Unless contraindicated (including a significant suspicion of lymphoma) offer all patients with MSCC a loading dose of at least 16 mg of dexamethasone as soon as possible after assessment, followed by a short course of 16 mg dexamethasone daily while treatment is being planned.",LLM,Completely,Completely
realmedqa_872,2) How can healthcare providers include the individual suffering from borderline personality disorder in the risk assessment process?,"When managing the risks posed by people with borderline personality disorder in a community mental health service, risks should be managed by the whole multidisciplinary team with good supervision arrangements, especially for less experienced team members. Be particularly cautious when:evaluating risk if the person is not well known to the team there have been frequent suicidal crises.","When managing the risks posed by people with borderline personality disorder in a community mental health service, risks should be managed by the whole multidisciplinary team with good supervision arrangements, especially for less experienced team members. Be particularly cautious when:evaluating risk if the person is not well known to the team there have been frequent suicidal crises.",LLM,Partially,Partially
realmedqa_873,Should dexamethasone be offered to all patients with MSCC?,"Unless contraindicated (including a significant suspicion of lymphoma) offer all patients with MSCC a loading dose of at least 16 mg of dexamethasone as soon as possible after assessment, followed by a short course of 16 mg dexamethasone daily while treatment is being planned.","Unless contraindicated (including a significant suspicion of lymphoma) offer all patients with MSCC a loading dose of at least 16 mg of dexamethasone as soon as possible after assessment, followed by a short course of 16 mg dexamethasone daily while treatment is being planned.",LLM,Completely,Completely
realmedqa_874,After how many weeks of starting treatment should peginterferon alfa-2a be stopped if HBV DNA level has decreased by less than 2 log10?,Consider stopping peginterferon alfa-2a 24 weeks after starting treatment if HBV DNA level has decreased by less than 2 log10,Consider stopping peginterferon alfa-2a 24 weeks after starting treatment if HBV DNA level has decreased by less than 2 log10,LLM,Completely,Completely
realmedqa_875,What procedures should be taken in a patient's medical record to document a potential medication allergic reaction?,"When a person presents with suspected drug allergy, document their reaction in a structured approach that includes:the generic and proprietary name of the drug or drugs suspected to have caused the reaction, including the strength and formulation","When a person presents with suspected drug allergy, document their reaction in a structured approach that includes:the generic and proprietary name of the drug or drugs suspected to have caused the reaction, including the strength and formulation",LLM,Partially,Completely
realmedqa_876,What is the optimal treatment after emollients and corticosteroids for atopic eczema?,Healthcare professionals should offer a 6- to 8-week trial of an extensively hydrolysed protein formula or amino acid formula in place of cow's milk formula for bottle-fed infants aged under 6 months with moderate or severe atopic eczema that has not been controlled by optimal treatment with emollients and mild topical corticosteroids.,Healthcare professionals should offer a 6- to 8-week trial of an extensively hydrolysed protein formula or amino acid formula in place of cow's milk formula for bottle-fed infants aged under 6 months with moderate or severe atopic eczema that has not been controlled by optimal treatment with emollients and mild topical corticosteroids.,LLM,Partially,Completely
realmedqa_877,When should stool samples be sent to microbiology in children?,Perform stool microbiological investigations if:you suspect septicaemia orthere is blood and/or mucus in the stool orthe child is immunocompromised.,Perform stool microbiological investigations if:you suspect septicaemia orthere is blood and/or mucus in the stool orthe child is immunocompromised.,LLM,Completely,Completely
realmedqa_878,3) What clinical symptoms or criteria should necessitate the adoption of high-sensitivity troponin testing in the presence of ACS?,Do not use high-sensitivity troponin tests for people in whom ACS is not suspected. [2016],Do not use high-sensitivity troponin tests for people in whom ACS is not suspected. [2016],LLM,Completely,Completely
realmedqa_879,What should be done if a transcutaneous bilirubinometer reading exceeds 250 micromol/litre of bilirubin?,"In babies who have a gestational age of 35 weeks or more and who are over 24 hours old:use a transcutaneous bilirubinometer to measure the bilirubin levelif a transcutaneous bilirubinometer is not available, measure the serum bilirubinif a transcutaneous bilirubinometer measurement indicates a bilirubin level greater than 250 micromol/litre, measure the serum bilirubin to check the resultuse serum bilirubin measurement if bilirubin levels are at or above the relevant treatment thresholds for their age, and for all subsequent measurements. [2016]","In babies who have a gestational age of 35 weeks or more and who are over 24 hours old:use a transcutaneous bilirubinometer to measure the bilirubin levelif a transcutaneous bilirubinometer is not available, measure the serum bilirubinif a transcutaneous bilirubinometer measurement indicates a bilirubin level greater than 250 micromol/litre, measure the serum bilirubin to check the resultuse serum bilirubin measurement if bilirubin levels are at or above the relevant treatment thresholds for their age, and for all subsequent measurements. [2016]",LLM,Completely,Completely
realmedqa_880,What can a CT scan be used for in breast cancer?,Assess the presence and extent of metastases in the bones of the axial skeleton using bone windows on a CT scan or MRI or bone scintigraphy. [2009],Assess the presence and extent of metastases in the bones of the axial skeleton using bone windows on a CT scan or MRI or bone scintigraphy. [2009],LLM,Partially,Completely
realmedqa_881,2) How often does the bedwetting occur?,"Clarify what the child or young person and parents or carers hope the treatment will achieve. Ask whether short‑term dryness is a priority for family or recreational reasons (for example, for a sleep‑over).","Clarify what the child or young person and parents or carers hope the treatment will achieve. Ask whether short‑term dryness is a priority for family or recreational reasons (for example, for a sleep‑over).",LLM,Not at all,Not at all
realmedqa_882,What are some of the ethical and legal issues to consider while promoting patient autonomy and choice in healthcare?,"Work in partnership with people with borderline personality disorder to develop their autonomy and promote choice by: ensuring they remain actively involved in finding solutions to their problems, including during crises encouraging them to consider the different treatment options and life choices available to them, and the consequences of the choices they make.","Work in partnership with people with borderline personality disorder to develop their autonomy and promote choice by: ensuring they remain actively involved in finding solutions to their problems, including during crises encouraging them to consider the different treatment options and life choices available to them, and the consequences of the choices they make.",LLM,Partially,Partially
realmedqa_883,What can act as potential triggers for atopic eczema?,"When clinically assessing children with atopic eczema, healthcare professionals should seek to identify potential trigger factors including:irritants, for example soaps and detergents (including shampoos, bubble baths, shower gels and washing-up liquids)skin infectionscontact allergensfood allergensinhalant allergens.","When clinically assessing children with atopic eczema, healthcare professionals should seek to identify potential trigger factors including:irritants, for example soaps and detergents (including shampoos, bubble baths, shower gels and washing-up liquids)skin infectionscontact allergensfood allergensinhalant allergens.",LLM,Completely,Completely
realmedqa_884,3) Is the patient suffering from any other medical issues that might enhance the risk of surgery?,Operate on people with the aim to allow them to fully weight bear (without restriction) in the immediate postoperative period. [2011],Operate on people with the aim to allow them to fully weight bear (without restriction) in the immediate postoperative period. [2011],LLM,Not at all,Not at all
realmedqa_885,What medications should be reviewed in GORD?,"Think about the possibility of cardiac or biliary disease as part of the differential diagnosis. [2004, amended 2014]","Think about the possibility of cardiac or biliary disease as part of the differential diagnosis. [2004, amended 2014]",LLM,Partially,Not at all
realmedqa_886,How important is documentation with anaphylaxis?,Record the time of onset of the reaction.,Record the time of onset of the reaction.,LLM,Not at all,Not at all
realmedqa_887,3) What are the best strategies for structuring and phasing changes to reduce anguish and anxiety?,"CAMHS and adult healthcare professionals should work collaboratively to minimise any potential negative effect of transferring young people from CAMHS to adult services. They should:time the transfer to suit the young person, even if it takes place after they have reached the age of 18 yearscontinue treatment in CAMHS beyond 18 years if there is a realistic possibility that this may avoid the need for referral to adult mental health services.","CAMHS and adult healthcare professionals should work collaboratively to minimise any potential negative effect of transferring young people from CAMHS to adult services. They should:time the transfer to suit the young person, even if it takes place after they have reached the age of 18 yearscontinue treatment in CAMHS beyond 18 years if there is a realistic possibility that this may avoid the need for referral to adult mental health services.",LLM,Partially,Not at all
realmedqa_888,What is the management of a patient with suspected acute heart failure?,Ensure that all people being admitted to hospital with suspected acute heart failure have early and continuing input from a dedicated specialist heart failure team.,Ensure that all people being admitted to hospital with suspected acute heart failure have early and continuing input from a dedicated specialist heart failure team.,LLM,Partially,Not at all
realmedqa_889,Who needs to be informed of a familial hypercholesterolaemia diagnosis?,"diagnostic of FH that they have an unequivocal diagnosis of FH even if their LDL‑C concentration does not meet the diagnostic criteria (see recommendation 1.1.5). [2008, amended 2017]","diagnostic of FH that they have an unequivocal diagnosis of FH even if their LDL‑C concentration does not meet the diagnostic criteria (see recommendation 1.1.5). [2008, amended 2017]",LLM,Partially,Not at all
realmedqa_890,When is endocrine therapy offered after chemotherapy in breast cancer?,Offer an aromatase inhibitor (either non-steroidal or steroidal) to:postmenopausal women with ER-positive breast cancer and no prior history of endocrine therapypostmenopausal women with ER-positive breast cancer previously treated with tamoxifen. [2009],Offer an aromatase inhibitor (either non-steroidal or steroidal) to:postmenopausal women with ER-positive breast cancer and no prior history of endocrine therapypostmenopausal women with ER-positive breast cancer previously treated with tamoxifen. [2009],LLM,Completely,Completely
realmedqa_891,What are the most important variables to consider when assessing a patient's mental health?,Risk assessment and monitoring,Risk assessment and monitoring,LLM,Not at all,Partially
realmedqa_892,"3) Have you received breast cancer treatment? If yes, what sort of treatment are you looking for?","Offer mammography as part of the population screening programme for all women aged 70 years and over with a personal history of breast cancer who:remain at high risk of breast cancer (including those who have a BRCA1 or BRCA2 mutation), anddo not have a TP53 mutation. [2013]MRI surveillance","Offer mammography as part of the population screening programme for all women aged 70 years and over with a personal history of breast cancer who:remain at high risk of breast cancer (including those who have a BRCA1 or BRCA2 mutation), anddo not have a TP53 mutation. [2013]MRI surveillance",LLM,Not at all,Completely
realmedqa_893,When should management be started if problems are identified during screening?,"On admission to hospital, to ensure the immediate safety and comfort of the person with stroke, screen them for the following and, if problems are identified, start management as soon as possible:orientation positioning, moving and handlingswallowingtransfers (for example, from bed to chair)pressure area riskcontinencecommunication, including the ability to understand and follow instructions and to convey needs and wishesnutritional status and hydration (follow the recommendations in the NICE guidelines on stroke and nutrition support for adults).","On admission to hospital, to ensure the immediate safety and comfort of the person with stroke, screen them for the following and, if problems are identified, start management as soon as possible:orientation positioning, moving and handlingswallowingtransfers (for example, from bed to chair)pressure area riskcontinencecommunication, including the ability to understand and follow instructions and to convey needs and wishesnutritional status and hydration (follow the recommendations in the NICE guidelines on stroke and nutrition support for adults).",LLM,Partially,Completely
realmedqa_894,How can a management programme be tailored to the unique needs of a child or adolescent with spasticity?,When formulating a management programme take into account its possible impact on the individual child or young person and their family.,When formulating a management programme take into account its possible impact on the individual child or young person and their family.,LLM,Completely,Partially
realmedqa_895,What should be trialled for cow's milk protein deficiency and atopic eczema?,Healthcare professionals should offer a 6- to 8-week trial of an extensively hydrolysed protein formula or amino acid formula in place of cow's milk formula for bottle-fed infants aged under 6 months with moderate or severe atopic eczema that has not been controlled by optimal treatment with emollients and mild topical corticosteroids.,Healthcare professionals should offer a 6- to 8-week trial of an extensively hydrolysed protein formula or amino acid formula in place of cow's milk formula for bottle-fed infants aged under 6 months with moderate or severe atopic eczema that has not been controlled by optimal treatment with emollients and mild topical corticosteroids.,LLM,Completely,Completely
realmedqa_896,2) Are you aware of the contraceptive efficacy of LARC techniques in comparison to other methods?,Counselling about contraception should be sensitive to cultural differences and religious beliefs.,Counselling about contraception should be sensitive to cultural differences and religious beliefs.,LLM,Completely,Not at all
realmedqa_897,How can severe oesophagitis be managed in the long term after failed PPI maintenance?,"If the person's severe oesophagitis fails to respond to maintenance treatment, carry out a clinical review. Consider switching to another PPI at full dose or high dose (see table 2 in appendix A), taking into account the person's preference and clinical circumstances, and/or seeking specialist advice. [new 2014]","If the person's severe oesophagitis fails to respond to maintenance treatment, carry out a clinical review. Consider switching to another PPI at full dose or high dose (see table 2 in appendix A), taking into account the person's preference and clinical circumstances, and/or seeking specialist advice. [new 2014]",LLM,Completely,Completely
realmedqa_898,What imaging modality can be used to detect achilles tendon xanthomas?,"Coronary heart disease risk estimation tools, such as QRISK2 and those based on the Framingham algorithm, should not be used because people with FH are already at a high risk of premature coronary heart disease. [2008, amended 2017]","Coronary heart disease risk estimation tools, such as QRISK2 and those based on the Framingham algorithm, should not be used because people with FH are already at a high risk of premature coronary heart disease. [2008, amended 2017]",LLM,Completely,Not at all
realmedqa_899,- What relevance is the fibre intake of people with IBS?,People with IBS who choose to try probiotics should be advised to take the product for at least 4 weeks while monitoring the effect. Probiotics should be taken at the dose recommended by the manufacturer. [2008],People with IBS who choose to try probiotics should be advised to take the product for at least 4 weeks while monitoring the effect. Probiotics should be taken at the dose recommended by the manufacturer. [2008],LLM,Partially,Not at all
realmedqa_900,What research supports the use of play experts in this context?,"Relieve pressure on the scalp and head when repositioning neonates, infants, children and young people at risk of developing a pressure ulcer.Skin massage","Relieve pressure on the scalp and head when repositioning neonates, infants, children and young people at risk of developing a pressure ulcer.Skin massage",LLM,Not at all,Not at all
realmedqa_901,What are common triggers for GORD?,Provide people with access to educational materials to support the care they receive. [2004],Provide people with access to educational materials to support the care they receive. [2004],LLM,Partially,Not at all
realmedqa_902,4) What is the anticipated turnaround time for immunohistochemistry results?,"Use a panel of antibodies comprising cytokeratin 7 (CK7), CK20, thyroid transcription factor-1 (TTF-1), placental alkaline phosphatase (PLAP), oestrogen receptor (ER; women only) and PSA (men only) in all patients with adenocarcinoma of unknown origin.","Use a panel of antibodies comprising cytokeratin 7 (CK7), CK20, thyroid transcription factor-1 (TTF-1), placental alkaline phosphatase (PLAP), oestrogen receptor (ER; women only) and PSA (men only) in all patients with adenocarcinoma of unknown origin.",LLM,Completely,Not at all
realmedqa_903,"1) What is the CPA (Care Programme Approach), and how does it relate to patients suffering from BPD?","Teams should use the CPA when people with borderline personality disorder are routinely or frequently in contact with more than one secondary care service. It is particularly important if there are communication difficulties between the service user and healthcare professionals, or between healthcare professionals.","Teams should use the CPA when people with borderline personality disorder are routinely or frequently in contact with more than one secondary care service. It is particularly important if there are communication difficulties between the service user and healthcare professionals, or between healthcare professionals.",LLM,Completely,Completely
realmedqa_904,What can monitor disease status in breast cancer?,"On recurrence, consider reassessing oestrogen receptor (ER) and human epidermal growth factor 2 receptor (HER2) status if a change in receptor status will lead to a change in management. [2017]Monitoring disease status","On recurrence, consider reassessing oestrogen receptor (ER) and human epidermal growth factor 2 receptor (HER2) status if a change in receptor status will lead to a change in management. [2017]Monitoring disease status",LLM,Partially,Partially
realmedqa_905,When should the bilirubin level be repeated for babies with risk factors for neonatal jaundice?,"In babies who are clinically well, have a gestational age of 38 weeks or more and are more than 24 hours old, and who have a bilirubin level that is below the phototherapy threshold but within 50 micromol/litre of the threshold (see the threshold table and the treatment threshold graphs), repeat bilirubin measurement as follows: within 18 hours for babies with risk factors for neonatal jaundice (those with a sibling who had neonatal jaundice that needed phototherapy or a mother who intends to exclusively breastfeed)within 24 hours for babies without risk factors. [new 2016]","In babies who are clinically well, have a gestational age of 38 weeks or more and are more than 24 hours old, and who have a bilirubin level that is below the phototherapy threshold but within 50 micromol/litre of the threshold (see the threshold table and the treatment threshold graphs), repeat bilirubin measurement as follows: within 18 hours for babies with risk factors for neonatal jaundice (those with a sibling who had neonatal jaundice that needed phototherapy or a mother who intends to exclusively breastfeed)within 24 hours for babies without risk factors. [new 2016]",LLM,Completely,Completely
realmedqa_906,"How can mental health services guarantee that its workers are properly taught, supported, and monitored when working with patients with borderline personality disorder from various origins and cultures?","Mental health professionals working in secondary care services, including community-based services and teams, CAMHS and inpatient services, should be trained to diagnose borderline personality disorder, assess risk and need, and provide treatment and management in accordance with this guideline. Training should also be provided for primary care healthcare professionals who have significant involvement in the assessment and early treatment of people with borderline personality disorder. Training should be provided by specialist personality disorder teams based in mental health trusts (see","Mental health professionals working in secondary care services, including community-based services and teams, CAMHS and inpatient services, should be trained to diagnose borderline personality disorder, assess risk and need, and provide treatment and management in accordance with this guideline. Training should also be provided for primary care healthcare professionals who have significant involvement in the assessment and early treatment of people with borderline personality disorder. Training should be provided by specialist personality disorder teams based in mental health trusts (see",LLM,Not at all,Completely
realmedqa_907,"Are there any conditions in which nutritional supplements should be considered for the prevention of pressure ulcers in neonates, babies, children, and adolescents?","Do not offer nutritional supplements specifically to prevent a pressure ulcer in neonates, infants, children and young people with adequate nutritional status for their developmental stage and clinical condition.","Do not offer nutritional supplements specifically to prevent a pressure ulcer in neonates, infants, children and young people with adequate nutritional status for their developmental stage and clinical condition.",LLM,Completely,Completely
realmedqa_908,What advice should be given to patients with recurrent dyspepsia?,Discuss with people how they can manage their own symptoms by using the treatment when they need it. [2004],Discuss with people how they can manage their own symptoms by using the treatment when they need it. [2004],LLM,Partially,Partially
realmedqa_909,How can bone windows on a CT scan help with checking metastases in breast cancer?,Assess the presence and extent of metastases in the bones of the axial skeleton using bone windows on a CT scan or MRI or bone scintigraphy. [2009],Assess the presence and extent of metastases in the bones of the axial skeleton using bone windows on a CT scan or MRI or bone scintigraphy. [2009],LLM,Completely,Completely
realmedqa_910,What information is important to share with patients with anaphylaxis?,"Inform the person (or, as appropriate, their parent and/or carer) that a blood sample may be required at follow-up with the specialist allergy service to measure baseline mast cell tryptase.","Inform the person (or, as appropriate, their parent and/or carer) that a blood sample may be required at follow-up with the specialist allergy service to measure baseline mast cell tryptase.",LLM,Partially,Partially
realmedqa_911,Where to send patients with acute alcohol withdrawal?,Follow a symptom-triggered regimen for drug treatment for people in acute alcohol withdrawal who are:in hospital orin other settings where 24‑hour assessment and monitoring are available. [2010],Follow a symptom-triggered regimen for drug treatment for people in acute alcohol withdrawal who are:in hospital orin other settings where 24‑hour assessment and monitoring are available. [2010],LLM,Completely,Completely
realmedqa_912,3) Is the bedwetting causing any significant distress or problems for the child or their family?,"Clarify what the child or young person and parents or carers hope the treatment will achieve. Ask whether short‑term dryness is a priority for family or recreational reasons (for example, for a sleep‑over).","Clarify what the child or young person and parents or carers hope the treatment will achieve. Ask whether short‑term dryness is a priority for family or recreational reasons (for example, for a sleep‑over).",LLM,Partially,Not at all
realmedqa_913,"4) Can you explain the steps that local governments are doing to make streets cleaner and safer, such as traffic calming, congestion charges, pedestrian crossings, cycling paths, lighting, and walking schemes?","Local authorities should work with local partners, such as industry and voluntary organisations, to create and manage more safe spaces for incidental and planned physical activity, addressing as a priority any concerns about safety, crime and inclusion, by: providing facilities such as cycling and walking routes, cycle parking, area maps and safe play areasmaking streets cleaner and safer, through measures such as traffic calming, congestion charging, pedestrian crossings, cycle routes, lighting and walking schemesensuring buildings and spaces are designed to encourage people to be more physically active (for example, through positioning and signing of stairs, entrances and walkways)considering in particular people who require tailored information and support, especially inactive, vulnerable groups.","Local authorities should work with local partners, such as industry and voluntary organisations, to create and manage more safe spaces for incidental and planned physical activity, addressing as a priority any concerns about safety, crime and inclusion, by: providing facilities such as cycling and walking routes, cycle parking, area maps and safe play areasmaking streets cleaner and safer, through measures such as traffic calming, congestion charging, pedestrian crossings, cycle routes, lighting and walking schemesensuring buildings and spaces are designed to encourage people to be more physically active (for example, through positioning and signing of stairs, entrances and walkways)considering in particular people who require tailored information and support, especially inactive, vulnerable groups.",LLM,Not at all,Completely
realmedqa_914,What feeding advice should be given for children with gastroenteritis?,offer ORS solution as supplemental fluid to those at increased risk of dehydration (see recommendation 1.2.1.2).,offer ORS solution as supplemental fluid to those at increased risk of dehydration (see recommendation 1.2.1.2).,LLM,Completely,Completely
realmedqa_915,When should phototherapy be used for newborns with hyperbilirubinaemia?,Use the bilirubin level to determine the management of hyperbilirubinaemia in all babies (see the threshold table and the treatment threshold graphs). [2010],Use the bilirubin level to determine the management of hyperbilirubinaemia in all babies (see the threshold table and the treatment threshold graphs). [2010],LLM,Completely,Completely
realmedqa_916,What are the signs and symptoms that healthcare professionals should look for in people at high risk for dysphagia?,Healthcare professionals should recognise that people with acute and chronic neurological conditions and those who have undergone surgery or radiotherapy to the upper aero-digestive tract are at high risk of developing dysphagia.,Healthcare professionals should recognise that people with acute and chronic neurological conditions and those who have undergone surgery or radiotherapy to the upper aero-digestive tract are at high risk of developing dysphagia.,LLM,Completely,Partially
realmedqa_917,- At what age can children be offered diets that include soya protein?,"Diets based on unmodified proteins of other species' milk (for example, goat's milk, sheep's milk) or partially hydrolysed formulas should not be used in children with atopic eczema for the management of suspected cow's milk allergy. Diets including soya protein can be offered to children aged 6 months or over with specialist dietary advice.","Diets based on unmodified proteins of other species' milk (for example, goat's milk, sheep's milk) or partially hydrolysed formulas should not be used in children with atopic eczema for the management of suspected cow's milk allergy. Diets including soya protein can be offered to children aged 6 months or over with specialist dietary advice.",LLM,Completely,Completely
realmedqa_918,What can cause a reaction in atopic eczema?,"When clinically assessing children with atopic eczema, healthcare professionals should seek to identify potential trigger factors including:irritants, for example soaps and detergents (including shampoos, bubble baths, shower gels and washing-up liquids)skin infectionscontact allergensfood allergensinhalant allergens.","When clinically assessing children with atopic eczema, healthcare professionals should seek to identify potential trigger factors including:irritants, for example soaps and detergents (including shampoos, bubble baths, shower gels and washing-up liquids)skin infectionscontact allergensfood allergensinhalant allergens.",LLM,Partially,Completely
realmedqa_919,"2) Have you previously undergone pulmonary rehabilitation? If so, when was your last session?",Repeat the assessment for pulmonary rehabilitation for people with idiopathic pulmonary fibrosis at 6‑month or 12‑month intervals.,Repeat the assessment for pulmonary rehabilitation for people with idiopathic pulmonary fibrosis at 6‑month or 12‑month intervals.,LLM,Partially,Partially
realmedqa_920,How to deliver holistic care for atopic eczema in under 12s?,"Healthcare professionals should be aware that all categories of severity of atopic eczema, even mild, can have a negative impact on psychological and psychosocial wellbeing and quality of life. This should be taken into account when deciding on treatment strategies.","Healthcare professionals should be aware that all categories of severity of atopic eczema, even mild, can have a negative impact on psychological and psychosocial wellbeing and quality of life. This should be taken into account when deciding on treatment strategies.",LLM,Not at all,Partially
realmedqa_921,What considerations should be addressed while revising the management programme for a child or adolescent?,"If adverse effects (such as drowsiness) occur with oral diazepam or oral baclofen, think about reducing the dose or stopping treatment.","If adverse effects (such as drowsiness) occur with oral diazepam or oral baclofen, think about reducing the dose or stopping treatment.",LLM,Completely,Completely
realmedqa_922,"2) On a scale of 1 to 10, how severe are your symptoms?",Consider providing a supervised exercise programme for people with intermittent claudication which involves: 2 hours of supervised exercise a week for a 3‑month periodencouraging people to exercise to the point of maximal pain. [2012]Angioplasty and stenting,Consider providing a supervised exercise programme for people with intermittent claudication which involves: 2 hours of supervised exercise a week for a 3‑month periodencouraging people to exercise to the point of maximal pain. [2012]Angioplasty and stenting,LLM,Not at all,Not at all
realmedqa_923,How can you assess the severity of atopic eczema in a child?,"Healthcare professionals should be aware that areas of atopic eczema of differing severity can coexist in the same child. If this is the case, each area should be treated independently.","Healthcare professionals should be aware that areas of atopic eczema of differing severity can coexist in the same child. If this is the case, each area should be treated independently.",LLM,Completely,Not at all
realmedqa_924,3) When was the last time you used the drug?,"In settings such as primary care, general hospitals and emergency departments, staff should consider asking people about recent drug use if they present with symptoms that suggest the possibility of drug misuse, for example:acute chest pain in a young personacute psychosismood and sleep disorders.","In settings such as primary care, general hospitals and emergency departments, staff should consider asking people about recent drug use if they present with symptoms that suggest the possibility of drug misuse, for example:acute chest pain in a young personacute psychosismood and sleep disorders.",LLM,Not at all,Not at all
